#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: coin_jump.png (2048 x 2560)
# $TexturePacker:SmartUpdate:b612f554a7e73c6d3d9b1d94a77b8a74:06e660447eead3c22bd62a835c1aeaf2:308d420e30e5cbfb0272a49f78dbb2f0$
#

00000;0;0;0;512;512;512;512;0.5;0.5
00001;0;512;0;512;512;512;512;0.5;0.5
00002;0;1024;0;512;512;512;512;0.5;0.5
00003;0;1536;0;512;512;512;512;0.5;0.5
00004;0;0;512;512;512;512;512;0.5;0.5
00005;0;512;512;512;512;512;512;0.5;0.5
00006;0;1024;512;512;512;512;512;0.5;0.5
00007;0;1536;512;512;512;512;512;0.5;0.5
00008;0;0;1024;512;512;512;512;0.5;0.5
00009;0;512;1024;512;512;512;512;0.5;0.5
00010;0;1024;1024;512;512;512;512;0.5;0.5
00011;0;1536;1024;512;512;512;512;0.5;0.5
00012;0;0;1536;512;512;512;512;0.5;0.5
00013;0;512;1536;512;512;512;512;0.5;0.5
00014;0;1024;1536;512;512;512;512;0.5;0.5
00015;0;1536;1536;512;512;512;512;0.5;0.5
00016;0;0;2048;512;512;512;512;0.5;0.5
00017;0;512;2048;512;512;512;512;0.5;0.5
00018;0;1024;2048;512;512;512;512;0.5;0.5
00019;0;1536;2048;512;512;512;512;0.5;0.5
